FDT36, 12.300000190734863, NLow Fat, 0.11144759505987167, NBaking ods, 33.487400054931641, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 436.60873413085938
FDN12, 15.600000381469727, NLow Fat, 0.13575135171413422, NBaking ods, 111.55439758300781, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 223.70880126953125
FDZ48, NULL, NLow Fat, 0.0755917876958847, NBaking ods, 111.65440368652344, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1477.070556640625
FDN12, 15.600000381469727, NLow Fat, 0, NBaking ods, 111.85440063476563, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1454.107177734375
FDS36, 8.380000114440918, NRegular, 0.046960238367319107, NBaking ods, 111.85700225830078, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2966.138916015625
FDZ48, 17.75, NLow Fat, 0, NBaking ods, 112.05439758300781, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2148.082763671875
FDN12, 15.600000381469727, NLow Fat, 0.081036433577537537, NBaking ods, 112.35440063476563, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2572.651123046875
FDN12, 15.600000381469727, NLow Fat, 0.08110392838716507, NBaking ods, 112.35440063476563, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1006.6895751953125
FDZ48, 17.75, NLow Fat, 0.075959622859954834, NBaking ods, 112.45439910888672, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2460.796875
FDZ48, 17.75, NLF, 0.076077722012996674, NBaking ods, 112.45439910888672, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2348.9423828125
FDN12, 15.600000381469727, NLow Fat, 0.08156268298625946, NBaking ods, 112.75440216064453, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1118.5439453125
FDZ48, 17.75, NLow Fat, 0.076269052922725677, NBaking ods, 113.15440368652344, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1006.6895751953125
FDN12, NULL, NLF, 0.080711178481578827, NBaking ods, 113.15440368652344, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3355.632080078125
FDZ48, 17.75, NLow Fat, 0.075896412134170532, NBaking ods, 113.35440063476563, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2193.124267578125
FDD48, 10.395000457763672, NLow Fat, 0.030158689245581627, NBaking ods, 113.51760101318359, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1262.6165771484375
FDZ48, NULL, Nlow fat, 0.13299550116062164, NBaking ods, 113.55439758300781, NOUT019, 1985, NULL, NULL, NGrocery Store, 223.70880126953125
FDD48, 10.395000457763672, NLow Fat, 0.0504794642329216, NBaking ods, 114.01760101318359, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1256.32568359375
FDD48, 10.395000457763672, NLF, 0.030329279601573944, NBaking ods, 114.21759796142578, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1306.0211181640625
FDD48, 10.395000457763672, NLow Fat, 0.030152985826134682, NBaking ods, 114.51760101318359, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1309.4515380859375
FDD48, 10.395000457763672, NLow Fat, 0.030219852924346924, NBaking ods, 114.71759796142578, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2748.42236328125
FDD48, 10.395000457763672, NLow Fat, 0.030205577611923218, NBaking ods, 114.9176025390625, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1278.188232421875
FDD48, 10.395000457763672, NLow Fat, 0.030133591964840889, NBaking ods, 115.11759948730469, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1280.4127197265625
FDD48, NULL, NLow Fat, 0.030012644827365875, NBaking ods, 116.11759948730469, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3868.9560546875
FDD48, 10.395000457763672, NLow Fat, 0.030281543731689453, NBaking ods, 116.31759643554688, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1259.693603515625
FDD36, 13.300000190734863, NLow Fat, 0.0212695375084877, NBaking ods, 117.21240234375, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1714.8173828125
FDD36, NULL, NLow Fat, 0.021170541644096375, NBaking ods, 117.61239624023438, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2251.735595703125
FDD36, 13.300000190734863, NLow Fat, 0.021316703408956528, NBaking ods, 117.71240234375, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1675.1651611328125
FDD36, 13.300000190734863, NLow Fat, 0.02127356082201004, NBaking ods, 117.81240081787109, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1660.919189453125
FDQ60, NULL, NRegular, 0.10884479433298111, NBaking ods, 118.50980377197266, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1088.7962646484375
FDQ60, 6.195000171661377, NRegular, 0.10959625244140625, NBaking ods, 118.80979919433594, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 772.82806396484375
FDG12, 6.6350002288818359, NRegular, 0.0063208420760929585, NBaking ods, 118.90979766845703, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 859.9735107421875
FDG12, 6.6350002288818359, NRegular, 0.0063249100930988789, NBaking ods, 119.10980224609375, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 829.8082275390625
FDD36, 13.300000190734863, NLow Fat, 0.0212558563798666, NBaking ods, 119.11239624023438, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1679.24658203125
FDP24, 20.600000381469727, NLow Fat, 0.083004079759120941, NBaking ods, 119.47560119628906, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1090.5804443359375
FDP24, 20.600000381469727, NLow Fat, 0.13893181085586548, NBaking ods, 119.57559967041016, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 121.17559814453125
FDP24, 20.600000381469727, NLow Fat, 0.08293500542640686, NBaking ods, 119.57559967041016, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2665.86328125
FDQ60, 6.195000171661377, NRegular, 0.10937444120645523, NBaking ods, 119.60980224609375, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 807.671142578125
FDD36, 13.300000190734863, NLow Fat, 0.021393893286585808, NBaking ods, 119.81240081787109, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1705.05029296875
FDD36, 13.300000190734863, NLF, 0.021306635811924934, NBaking ods, 119.81240081787109, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1896.1983642578125
FDD36, 13.300000190734863, NLow Fat, 0.035607580095529556, NBaking ods, 119.91239929199219, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 118.51239776611328
FDP24, 20.600000381469727, NLow Fat, 0.082988381385803223, NBaking ods, 120.07559967041016, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2696.177490234375
FDP24, 20.600000381469727, NLow Fat, 0.083342202007770538, NBaking ods, 120.17559814453125, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2723.17919921875
FDP24, 20.600000381469727, NLF, 0.083133131265640259, NBaking ods, 120.17559814453125, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1332.931640625
FDG12, 6.6350002288818359, NRegular, 0.0063518760725855827, NBaking ods, 120.30979919433594, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1446.1175537109375
FDQ60, 6.195000171661377, NRegular, 0.10935375839471817, NBaking ods, 120.40979766845703, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 783.23565673828125
FDQ60, 6.195000171661377, NRegular, 0.10954449325799942, NBaking ods, 120.40979766845703, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 790.69500732421875
FDD36, 13.300000190734863, NLow Fat, 0.021360220387578011, NBaking ods, 120.41239929199219, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1777.68603515625
FDA35, 14.850000381469727, NRegular, 0.053946744650602341, NBaking ods, 120.5072021484375, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1932.6944580078125
FDQ60, 6.195000171661377, NRegular, 0.10981998592615128, NBaking ods, 120.60980224609375, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 821.8955078125
FDA35, 14.850000381469727, NRegular, 0.05383756011724472, NBaking ods, 120.80719757080078, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 4287.751953125
FDP24, 20.600000381469727, NLow Fat, 0.0834735855460167, NBaking ods, 120.87560272216797, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1211.7559814453125
FDP24, NULL, NLow Fat, 0.0826021283864975, NBaking ods, 120.97560119628906, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3877.619140625
FDA35, 14.850000381469727, NRegular, 0.053792759776115417, NBaking ods, 121.0072021484375, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1922.743896484375
FDP24, 20.600000381469727, NLow Fat, 0.083172410726547241, NBaking ods, 121.07559967041016, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1696.4583740234375
FDG12, 6.6350002288818359, NRegular, 0.0063618901185691357, NBaking ods, 121.10980224609375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2651.215576171875
FDQ60, NULL, NRegular, 0.19150052964687347, NBaking ods, 121.20980072021484, NOUT019, 1985, NULL, NULL, NGrocery Store, 120.50980377197266
FDG12, 6.6350002288818359, NRegular, 0, NBaking ods, 121.30979919433594, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2530.705810546875
FDG12, NULL, NRegular, 0, NBaking ods, 121.30979919433594, NOUT019, 1985, NULL, NULL, NGrocery Store, 120.50980377197266
FDG12, 6.6350002288818359, NRegular, 0.0063359420746564865, NBaking ods, 121.80979919433594, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2048.66650390625
FDQ60, 6.195000171661377, NRegular, 0.10928342491388321, NBaking ods, 121.90979766845703, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 808.097412109375
FDT60, 12, NLow Fat, 0.075548313558101654, NBaking ods, 121.93879699707031, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 3219.808837890625
FDG12, 6.6350002288818359, Nreg, 0.0063261059112846851, NBaking ods, 122.10980224609375, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 866.91241455078125
FDA35, NULL, NRegular, 0.053576849400997162, NBaking ods, 122.20719909667969, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3552.708740234375
FDQ60, 6.195000171661377, NRegular, 0.1099931076169014, NBaking ods, 122.30979919433594, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 833.4801025390625
FDT60, 12, NLow Fat, 0.075485438108444214, NBaking ods, 122.33879852294922, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1570.8302001953125
FDG12, NULL, NRegular, 0.0062954719178378582, NBaking ods, 122.40979766845703, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3735.8037109375
FDA35, 14.850000381469727, NRegular, 0.053921263664960861, NBaking ods, 123.0072021484375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1960.115234375
FDA35, 14.850000381469727, NRegular, 0.054056871682405472, NBaking ods, 123.20719909667969, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2012.589599609375
FDT60, 12, NLow Fat, 0.12645238637924194, NBaking ods, 123.63880157470703, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1572.685546875
FDT60, NULL, NLow Fat, 0.13227534294128418, NBaking ods, 123.83879852294922, NOUT019, 1985, NULL, NULL, NGrocery Store, 123.83879852294922
FDT60, 12, NLow Fat, 0.075534023344516754, NBaking ods, 123.93879699707031, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1635.9921875
FDA35, 14.850000381469727, NRegular, 0.054142087697982788, NBaking ods, 124.10720062255859, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1837.6080322265625
FDA35, 14.850000381469727, NRegular, 0.053827378898859024, NBaking ods, 124.10720062255859, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1953.5714111328125
FDT60, 12, NLow Fat, 0.07597564160823822, NBaking ods, 124.13880157470703, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1486.0655517578125
FDT60, 12, NLow Fat, 0.075856059789657593, NBaking ods, 124.53880310058594, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1733.7431640625
FDV36, NULL, NLow Fat, 0.04605141282081604, NBaking ods, 124.60199737548828, NOUT019, 1985, NULL, NULL, NGrocery Store, 2705.71484375
FDS12, 9.1000003814697266, NLow Fat, 0.17408563196659088, NBaking ods, 124.63619995117188, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2390.8876953125
FDT60, 12, NLow Fat, 0.0757015272974968, NBaking ods, 124.63880157470703, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2105.259521484375
FDT60, NULL, NLow Fat, 0.0751824676990509, NBaking ods, 124.83879852294922, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1660.4776611328125
FDV36, 18.700000762939453, NLow Fat, 0.026450779289007187, NBaking ods, 124.90200042724609, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2909.5458984375
FDS12, NULL, NLF, 0.30485910177230835, NBaking ods, 125.43620300292969, NOUT019, 1985, NULL, NULL, NGrocery Store, 755.0172119140625
FDV36, 18.700000762939453, NLow Fat, 0.026342896744608879, NBaking ods, 125.70200347900391, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2468.15869140625
FDS12, 9.1000003814697266, NLow Fat, 0.17438925802707672, NBaking ods, 125.73619842529297, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1247.1773681640625
FDS12, 9.1000003814697266, NLow Fat, 0.1744716614484787, NBaking ods, 125.83619689941406, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1248.1693115234375
FDT60, 12, Nlow fat, 0.075665764510631561, NBaking ods, 125.83879852294922, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1585.56884765625
FDV36, 18.700000762939453, NLow Fat, 0.044024161994457245, NBaking ods, 125.90200042724609, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 126.50199890136719
FDV36, 18.700000762939453, NLow Fat, 0.026409147307276726, NBaking ods, 126.10199737548828, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2523.1748046875
FDV36, 18.700000762939453, NLow Fat, 0.026297030970454216, NBaking ods, 126.20200347900391, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2525.17578125
FDV36, 18.700000762939453, NLow Fat, 0.026302004233002663, NBaking ods, 126.50199890136719, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2531.178466796875
FDS12, 9.1000003814697266, NLow Fat, 0.17397364974021912, NBaking ods, 126.53620147705078, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1761.706787109375
FDS12, 9.1000003814697266, NLow Fat, 0.2914387583732605, NBaking ods, 126.83619689941406, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 125.83619689941406
FDV36, 18.700000762939453, NLow Fat, 0.02635534480214119, NBaking ods, 127.10199737548828, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 3289.052001953125
FDV36, NULL, NLow Fat, 0.02617463655769825, NBaking ods, 127.10199737548828, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3415.553955078125
FDS12, 9.1000003814697266, NLow Fat, 0.17482782900333405, NBaking ods, 127.23619842529297, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1635.87060546875
FDS12, 9.1000003814697266, NLow Fat, 0.17411854863166809, NBaking ods, 127.43620300292969, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1217.65283203125
FDS12, 9.1000003814697266, NLow Fat, 0.17510344088077545, NBaking ods, 127.53620147705078, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 4655.939453125
FDS12, NULL, NLow Fat, 0.17327536642551422, NBaking ods, 127.63619995117188, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 736.6090087890625
FDV36, 18.700000762939453, NLow Fat, 0, NBaking ods, 128.10200500488281, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2611.10302734375
FDB36, 5.4650001525878906, NRegular, 0, NBaking ods, 129.16259765625, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 3672.552734375
FDB36, 5.4650001525878906, NRegular, 0.048625599592924118, NBaking ods, 129.26260375976563, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1311.6259765625
FDB36, 5.4650001525878906, NRegular, 0, NBaking ods, 129.26260375976563, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 748.8052978515625
FDU48, 18.850000381469727, NLow Fat, 0.055444519966840744, NBaking ods, 130.62840270996094, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2708.579833984375
FDU48, NULL, NLow Fat, 0.055090375244617462, NBaking ods, 130.7283935546875, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2372.980712890625
FDB36, 5.4650001525878906, NRegular, 0.048486802726984024, NBaking ods, 131.26260375976563, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 3410.2275390625
FDU48, NULL, NLow Fat, 0.096925504505634308, NBaking ods, 131.32839965820313, NOUT019, 1985, NULL, NULL, NGrocery Store, 1354.941650390625
FDU48, 18.850000381469727, NLow Fat, 0.092658698558807373, NBaking ods, 131.42840576171875, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 263.65679931640625
FDU48, 18.850000381469727, NLow Fat, 0.0553123839199543, NBaking ods, 131.42840576171875, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2601.296630859375
FDU48, 18.850000381469727, NLow Fat, 0.0553479865193367, NBaking ods, 131.52839660644531, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1581.9407958984375
FDU48, 18.850000381469727, NLow Fat, 0.055583957582712173, NBaking ods, 131.7283935546875, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2731.388427734375
FDU48, 18.850000381469727, NLow Fat, 0.055470719933509827, NBaking ods, 132.12840270996094, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2640.0576171875
FDB36, 5.4650001525878906, NRegular, 0.04880167543888092, NBaking ods, 132.16259765625, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1573.951171875
FDB36, 5.4650001525878906, NRegular, 0, NBaking ods, 132.56260681152344, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 262.3251953125
FDU48, 18.850000381469727, NLow Fat, 0.05535845085978508, NBaking ods, 132.7283935546875, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2702.084716796875
FDB36, 5.4650001525878906, NRegular, 0.04851800948381424, NBaking ods, 132.96260070800781, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2360.9267578125
FDB36, NULL, NRegular, 0.048292189836502075, NBaking ods, 133.16259765625, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2492.08935546875
FDU48, 18.850000381469727, NLow Fat, 0.055671583861112595, NBaking ods, 133.32839965820313, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 263.65679931640625
FDE24, 14.850000381469727, NLow Fat, 0.093607932329177856, NBaking ods, 140.481201171875, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2211.314453125
FDE24, 14.850000381469727, NLow Fat, 0.093991287052631378, NBaking ods, 140.981201171875, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 3277.067626953125
FDE24, 14.850000381469727, NLow Fat, 0.093444950878620148, NBaking ods, 141.08120727539063, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1139.849609375
FDZ12, 9.1700000762939453, NLow Fat, 0.10318765789270401, NBaking ods, 141.24699401855469, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1411.80615234375
FDE24, 14.850000381469727, NLF, 0.093384847044944763, NBaking ods, 141.38119506835938, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2204.486328125
FDE24, 14.850000381469727, NLow Fat, 0.0936521664261818, NBaking ods, 141.58120727539063, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 427.443603515625
FDZ12, 9.1700000762939453, NLow Fat, 0.10313892364501953, NBaking ods, 141.74699401855469, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 3006.0869140625
FDY60, 10.5, NRegular, 0.026478366926312447, NBaking ods, 141.91279602050781, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1594.3902587890625
FDY60, 10.5, NRegular, 0.026365956291556358, NBaking ods, 141.91279602050781, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1639.0928955078125
FDZ12, 9.1700000762939453, NLow Fat, 0.10289312154054642, NBaking ods, 141.94700622558594, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 4008.115966796875
FDE24, 14.850000381469727, NLow Fat, 0.093462623655796051, NBaking ods, 141.981201171875, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2298.1787109375
FDE24, 14.850000381469727, NLow Fat, 0.15643726289272308, NBaking ods, 142.08120727539063, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 284.96240234375
FDZ12, 9.1700000762939453, NLow Fat, 0.10295934230089188, NBaking ods, 142.14700317382813, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1368.662353515625
FDE24, 14.850000381469727, NLow Fat, 0.093843348324298859, NBaking ods, 142.38119506835938, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1139.849609375
FDZ12, NULL, NLow Fat, 0.10248013585805893, NBaking ods, 142.74699401855469, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1392.923583984375
FDE24, NULL, NLow Fat, 0.093010023236274719, NBaking ods, 143.08120727539063, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3704.51123046875
FDY60, 10.5, NRegular, 0, NBaking ods, 143.31280517578125, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1438.1280517578125
FDW12, 8.3149995803833, NRegular, 0.035542581230401993, NBaking ods, 143.34440612792969, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1596.58837890625
FDY60, 10.5, NRegular, 0, NBaking ods, 143.51280212402344, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1657.5728759765625
FDW12, NULL, NRegular, 0.062282301485538483, NBaking ods, 143.54440307617188, NOUT019, 1985, NULL, NULL, NGrocery Store, 2304.73828125
FDW12, 8.3149995803833, NRegular, 0.059540543705224991, NBaking ods, 143.64439392089844, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 145.14439392089844
FDY60, NULL, NRegular, 0.026243239641189575, NBaking ods, 143.81280517578125, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4458.19677734375
FDY60, 10.5, NRegular, 0.0441395528614521, NBaking ods, 143.91279602050781, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 143.81280517578125
FDZ12, 9.1700000762939453, NLow Fat, 0.10339830815792084, NBaking ods, 143.94700622558594, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2576.64599609375
FDZ12, 9.1700000762939453, NLow Fat, 0.10356130450963974, NBaking ods, 144.14700317382813, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1387.91943359375
FDE24, NULL, NLow Fat, 0.16364099085330963, NBaking ods, 144.28120422363281, NOUT019, 1985, NULL, NULL, NGrocery Store, 881.69354248046875
FDW12, 8.3149995803833, NRegular, 0.035773392766714096, NBaking ods, 144.34440612792969, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 3483.465576171875
FDW12, 8.3149995803833, NRegular, 0.035572182387113571, NBaking ods, 144.44439697265625, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2902.887939453125
FDW12, NULL, NRegular, 0.035399921238422394, NBaking ods, 144.54440307617188, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4064.043212890625
FDY60, 10.5, NRegular, 0.026520106941461563, NBaking ods, 144.81280517578125, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 2157.19189453125
FDW12, 8.3149995803833, NRegular, 0.035565458238124847, NBaking ods, 144.84440612792969, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1288.6878662109375
FDZ12, 9.1700000762939453, NLow Fat, 0.17236542701721191, NBaking ods, 144.84700012207031, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 572.5880126953125
FDZ12, NULL, NLow Fat, 0, NBaking ods, 144.84700012207031, NOUT019, 1985, NULL, NULL, NGrocery Store, 143.14700317382813
FDZ12, 9.1700000762939453, NLow Fat, 0.10297881811857224, NBaking ods, 144.94700622558594, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 4294.41015625
FDY60, 10.5, NRegular, 0.026424424722790718, NBaking ods, 145.21279907226563, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 3739.1328125
FDY60, 10.5, NRegular, 0.02634899690747261, NBaking ods, 145.31280517578125, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1617.3314208984375
FDF12, 8.2349996566772461, NLow Fat, 0.082763627171516418, NBaking ods, 146.50759887695313, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1625.883544921875
FDW12, 8.3149995803833, Nreg, 0.035627488046884537, NBaking ods, 146.64439392089844, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 870.86639404296875
FDF12, 8.2349996566772461, NLow Fat, 0.082556009292602539, NBaking ods, 146.70759582519531, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1316.869384765625
FDW12, 8.3149995803833, NRegular, 0, NBaking ods, 146.94439697265625, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1331.8084716796875
FDW12, 8.3149995803833, NRegular, 0.035644326359033585, NBaking ods, 147.14439392089844, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 870.86639404296875
FDF12, 8.2349996566772461, NLow Fat, 0.082359261810779572, NBaking ods, 147.60760498046875, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 3103.959716796875
FDV24, 5.6350002288818359, NLow Fat, 0.17285671830177307, NBaking ods, 148.20500183105469, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 449.41500854492188
FDF12, 8.2349996566772461, NLow Fat, 0.082412265241146088, NBaking ods, 148.50759887695313, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1345.256103515625
FDF12, NULL, NLow Fat, 0.082028694450855255, NBaking ods, 148.60760498046875, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3990.80517578125
FDV24, 5.6350002288818359, NLow Fat, 0, NBaking ods, 148.70500183105469, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1198.43994140625
FDV24, NULL, NLow Fat, 0.10277223587036133, NBaking ods, 148.70500183105469, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1446.9375
FDF12, 8.2349996566772461, NLow Fat, 0.082595020532608032, NBaking ods, 149.10760498046875, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1182.4608154296875
FDF12, 8.2349996566772461, NLow Fat, 0.082894101738929749, NBaking ods, 149.30760192871094, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1921.498779296875
FDF12, 8.2349996566772461, NLow Fat, 0.082427851855754852, NBaking ods, 149.30760192871094, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 2808.344482421875
FDS48, 15.149999618530273, NLow Fat, 0, NBaking ods, 149.37080383300781, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 2489.264404296875
FDV24, 5.6350002288818359, NLow Fat, 0, NBaking ods, 149.40499877929688, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 926.0869140625
